Name,Position,Team,Penalty Count,Yards,Declined,Offsetting,Total Flags,Pre-Snap,Count per Game,Yards per Game,Percent of Team,Penalty Types,Year
A.Wylie,OL,Washington,4,35,1,0,5,2,0.24,2.06,5.75,"False Start (2), Offensive Holding (2), Unnecessary Roughness (1)",2023
F.Moreau,DB,Denver,5,34,0,0,5,0,0.29,2,5.05,"Defensive Holding (4), Defensive Pass Interference (1)",2023
S.Griffin,DB,Houston,5,81,0,0,5,0,0.26,4.26,3.91,"Defensive Pass Interference (4), Illegal Contact (1)",2023
C.Sutton,DB,Detroit,5,65,0,0,5,0,0.25,3.25,4.67,"Defensive Pass Interference (3), Illegal Contact (1), Illegal Use of Hands (1)",2023
Tr.Smith,DB,Denver,4,25,0,1,5,1,0.24,1.47,5.05,"False Start (1), Unnecessary Roughness (1), Illegal Touch Kick (1), Kick Catch Interference (1), Player Out of Bounds on Kick (1)",2023
A.Lazard,WR,N.Y. Jets,5,45,0,0,5,2,0.29,2.65,4,"Offensive Holding (2), False Start (1), Illegal Shift (1), Illegal Blindside Block (1)",2023
A.Key,LB,Tennessee,4,19,1,0,5,4,0.24,1.12,4.55,"Defensive Offside (4), Roughing the Passer (1)",2023
A.Dillard,OL,Tennessee,5,30,0,0,5,3,0.29,1.76,4.55,"False Start (3), Offensive Holding (1), Ineligible Downfield Pass (1)",2023
J.Oliver,TE,Minnesota,4,40,1,0,5,0,0.24,2.35,5.62,Offensive Holding (5),2023
J.Okudah,DB,Atlanta,4,20,1,0,5,0,0.24,1.18,5.95,"Defensive Holding (4), Illegal Contact (1)",2023
E.Ricks,DB,Philadelphia,4,24,1,0,5,0,0.22,1.33,4.95,"Illegal Contact (2), Defensive Pass Interference (1), Offensive Holding (1), Defensive Holding (1)",2023
J.Hill,TE,Miami,5,43,0,0,5,1,0.28,2.39,4.72,"Offensive Holding (4), False Start (1)",2023
D.Kincaid,TE,Buffalo,5,40,0,0,5,3,0.26,2.11,4.42,"False Start (2), Illegal Shift (1), Offensive Holding (1), Tripping (1)",2023
B.Strange,TE,Jacksonville,4,29,1,0,5,2,0.24,1.71,6.02,"False Start (2), Offensive Holding (2), Unnecessary Roughness (1)",2023
P.Nacua,WR,LA Rams,5,43,0,0,5,1,0.28,2.39,5.38,"Offensive Holding (2), Offensive Pass Interference (2), False Start (1)",2023
K.Ringo,DB,Philadelphia,5,74,0,0,5,0,0.28,4.11,4.95,"Defensive Pass Interference (2), Illegal Contact (1), Kick Catch Interference (1), Face Mask (1)",2023
C.Mauch,OL,Tampa Bay,4,34,1,0,5,0,0.21,1.79,4.55,"Offensive Holding (4), Ineligible Downfield Pass (1)",2023
D.Witherspoon,DB,Seattle,5,47,0,0,5,0,0.29,2.76,4.5,"Defensive Pass Interference (3), Unnecessary Roughness (1), Illegal Use of Hands (1)",2023
L.Johnson,OL,Philadelphia,4,25,0,0,4,3,0.22,1.39,3.96,"False Start (3), Offensive Holding (1)",2023
M.Evans,WR,Tampa Bay,4,35,0,0,4,1,0.21,1.84,3.64,"Offensive Pass Interference (2), False Start (1), Offensive Holding (1)",2023
T.Higbee,TE,LA Rams,4,35,0,0,4,1,0.22,1.94,4.3,"Offensive Holding (2), False Start (1), Offensive Pass Interference (1)",2023
G.Glasgow,OL,Detroit,4,35,0,0,4,2,0.2,1.75,3.74,"False Start (2), Offensive Holding (1), Tripping (1)",2023
C.Jones,DL,Kansas City,4,29,0,0,4,3,0.19,1.38,3.57,"Neutral Zone Infraction (2), Unnecessary Roughness (1), Defensive Offside (1)",2023
D.Wise,DL,New England,4,20,0,0,4,3,0.24,1.18,4.49,"Defensive Offside (2), Defensive Holding (1), Neutral Zone Infraction (1)",2023
T.Moton,OL,Carolina,4,25,0,0,4,3,0.24,1.47,3.88,"False Start (3), Offensive Holding (1)",2023
D.Jackson,DB,Carolina,4,54,0,0,4,0,0.24,3.18,3.88,"Defensive Pass Interference (2), Illegal Contact (1), Defensive Holding (1)",2023
J.Jackson,DB,New England,4,34,0,0,4,0,0.24,2,4.49,Defensive Pass Interference (4),2023
K.Moore,DB,Indianapolis,4,50,0,0,4,0,0.24,2.94,4.21,"Unnecessary Roughness (1), Defensive Pass Interference (1), Roughing the Passer (1), Defensive Holding (1)",2023
D.Knox,TE,Buffalo,4,30,0,0,4,2,0.21,1.58,3.54,"False Start (2), Offensive Holding (2)",2023
E.Jenkins,OL,Green Bay,4,25,0,0,4,1,0.21,1.32,3.48,"Offensive Holding (2), False Start (1), Unnecessary Roughness (1)",2023
C.Granderson,DL,New Orleans,4,41,0,0,4,1,0.24,2.41,4.08,"Roughing the Passer (2), Defensive Offside (1), Face Mask (1)",2023
W.Harris,DB,Detroit,4,30,0,0,4,0,0.2,1.5,3.74,"Defensive Pass Interference (1), Offensive Holding (1), Defensive Holding (1), Face Mask (1)",2023
K.Jackson,DB,Denver,4,41,0,0,4,0,0.24,2.41,4.04,"Disqualification (2), Unnecessary Roughness (1), Defensive Pass Interference (1)",2023
A.Stinnie,OL,Tampa Bay,4,24,0,0,4,2,0.21,1.26,3.64,"False Start (2), Offensive Holding (1), Ineligible Downfield Pass (1)",2023
D.Wilson,DB,Dallas,4,38,0,0,4,0,0.22,2.11,3.31,"Unnecessary Roughness (1), Defensive Pass Interference (1), Defensive Holding (1), Face Mask (1)",2023
D.Lewis,OL,Seattle,4,29,0,0,4,2,0.24,1.71,3.6,"False Start (1), Offensive Holding (1), Illegal Use of Hands (1), Offensive Offside (1)",2023
L.Thomas,TE,Washington,4,35,0,0,4,2,0.24,2.06,4.6,"False Start (2), Offensive Pass Interference (1), Low Block (1)",2023
M.Onwenu,OL,New England,4,25,0,0,4,3,0.24,1.47,4.49,"False Start (3), Offensive Holding (1)",2023
J.Hurts,QB,Philadelphia,4,22,0,0,4,2,0.22,1.22,3.96,"False Start (2), Intentional Grounding (1), Horse Collar Tackle (1)",2023
L.Borom,OL,Chicago,4,30,0,0,4,2,0.24,1.76,4.04,"False Start (2), Offensive Holding (2)",2023
T.Hendrickson,DL,Cincinnati,4,30,0,0,4,3,0.24,1.76,5.26,"Neutral Zone Infraction (2), Roughing the Passer (1), Defensive Offside (1)",2023
J.Browning,QB,Cincinnati,4,31,0,0,4,2,0.24,1.82,5.26,"False Start (2), Intentional Grounding (2)",2023
M.Collins,DL,Houston,4,16,0,0,4,3,0.21,0.84,3.13,"Defensive Offside (2), Illegal Use of Hands (1), Encroachment (1)",2023
S.Cosmi,OL,Washington,4,25,0,0,4,2,0.24,1.47,4.6,"False Start (2), Offensive Holding (1), Ineligible Downfield Pass (1)",2023
J.Bates,TE,Washington,4,32,0,0,4,1,0.24,1.88,4.6,"False Start (1), Unnecessary Roughness (1), Offensive Pass Interference (1), Offensive Holding (1)",2023
B.Stephens,DB,Baltimore,4,74,0,0,4,0,0.21,3.89,3.54,Defensive Pass Interference (4),2023
B.Browning,LB,Denver,4,29,0,0,4,3,0.24,1.71,4.04,"Defensive Offside (2), Roughing the Passer (1), Neutral Zone Infraction (1)",2023
Q.Meinerz,OL,Denver,4,29,0,0,4,3,0.24,1.71,4.04,"False Start (2), Unnecessary Roughness (1), Offensive Offside (1)",2023
R.Douglas,DB,Green Bay,4,35,0,0,4,0,0.21,1.84,3.48,"Illegal Use of Hands (2), Offensive Holding (1), Unsportsmanlike Conduct (1)",2023
D.Alford,DB,Atlanta,4,45,0,0,4,0,0.24,2.65,4.76,"Unnecessary Roughness (1), Defensive Pass Interference (1), Offensive Holding (1), Illegal Contact (1)",2023
I.Likely,TE,Baltimore,4,30,0,0,4,2,0.21,1.58,3.54,"False Start (2), Offensive Pass Interference (2)",2023
B.Bozeman,OL,Carolina,4,34,0,0,4,1,0.24,2,3.88,"Offensive Holding (3), False Start (1)",2023
C.Mays,OL,Carolina,4,29,0,0,4,3,0.24,1.71,3.88,"False Start (3), Unnecessary Roughness (1)",2023
A.Cappa,OL,Cincinnati,4,35,0,0,4,1,0.24,2.06,5.26,"Offensive Holding (2), False Start (1), Illegal Use of Hands (1)",2023
A.Wright,DL,Cleveland,4,18,0,0,4,4,0.22,1,3.36,Defensive Offside (4),2023
J.Ferguson,TE,Dallas,4,25,0,0,4,3,0.22,1.39,3.31,"False Start (3), Offensive Holding (1)",2023
K.Nixon,DB,Green Bay,4,45,0,0,4,0,0.21,2.37,3.48,"Defensive Pass Interference (2), Unnecessary Roughness (1), Defensive Holding (1)",2023
T.Walker,DL,Jacksonville,4,20,0,0,4,4,0.24,1.18,4.82,"Defensive Offside (3), Neutral Zone Infraction (1)",2023
L.Fortner,OL,Jacksonville,4,30,0,0,4,2,0.24,1.76,4.82,"False Start (2), Offensive Holding (2)",2023
J.Bullard,DL,Minnesota,4,13,0,0,4,3,0.24,0.76,4.49,"Illegal Use of Hands (1), Defensive Offside (1), Encroachment (1), Neutral Zone Infraction (1)",2023
S.Thomas,DL,N.Y. Jets,4,30,0,0,4,3,0.24,1.76,3.2,"Defensive Offside (1), Encroachment (1), Neutral Zone Infraction (1), Face Mask (1)",2023
L.Tomlinson,OL,N.Y. Jets,4,30,0,0,4,2,0.24,1.76,3.2,"False Start (2), Offensive Holding (2)",2023
A.Thielen,WR,Carolina,4,27,0,0,4,2,0.24,1.59,3.88,"False Start (2), Offensive Pass Interference (1), Offensive Holding (1)",2023
D.Hopkins,WR,Tennessee,4,24,0,0,4,3,0.24,1.41,3.64,"False Start (2), Offensive Pass Interference (1), Illegal Shift (1)",2023
D.Carr,QB,New Orleans,4,33,0,0,4,1,0.24,1.94,4.08,"Intentional Grounding (3), False Start (1)",2023
M.Garcia,OL,New Orleans,4,25,0,0,4,3,0.24,1.47,4.08,"False Start (3), Offensive Holding (1)",2023
D.Smith,OL,Kansas City,4,35,0,0,4,1,0.19,1.67,3.57,"Offensive Holding (3), False Start (1)",2023
J.Smith-Schuster,WR,New England,4,30,0,0,4,2,0.24,1.76,4.49,"False Start (1), Illegal Shift (1), Unsportsmanlike Conduct (1), Illegal Blindside Block (1)",2023
O.Brown,OL,Cincinnati,4,30,0,0,4,2,0.24,1.76,5.26,"False Start (2), Offensive Holding (2)",2023
T.Flowers,DB,Atlanta,4,67,0,0,4,1,0.24,3.94,4.76,"Defensive Pass Interference (2), False Start (1), Offensive Holding (1)",2023
A.Beck,RB,Houston,4,50,0,0,4,0,0.21,2.63,3.13,"Offensive Holding (2), Unnecessary Roughness (1), Face Mask (1)",2023
A.Al-Shaair,LB,Tennessee,4,49,0,0,4,0,0.24,2.88,3.64,"Roughing the Passer (1), Illegal Contact (1), Horse Collar Tackle (1), Face Mask (1)",2023
T.Wesco,TE,Tennessee,4,25,0,0,4,3,0.24,1.47,3.64,"False Start (3), Illegal Double-Team Block (1)",2023
M.Deiter,OL,Houston,4,40,0,0,4,0,0.21,2.11,3.13,"Offensive Holding (3), Tripping (1)",2023
C.O'Donnell,OL,Arizona,4,35,0,0,4,0,0.24,2.06,3.96,"Offensive Holding (3), Ineligible Downfield Pass (1)",2023
J.Jones,OL,Houston,4,35,0,0,4,1,0.21,1.84,3.13,"Offensive Holding (3), False Start (1)",2023
T.Hawkins,DB,N.Y. Giants,4,52,0,0,4,0,0.24,3.06,4.49,"Defensive Holding (2), Defensive Pass Interference (1), Illegal Contact (1)",2023
J.Duncan,OL,Tennessee,4,25,0,0,4,3,0.24,1.47,3.64,"False Start (3), Offensive Holding (1)",2023
M.Bergeron,OL,Atlanta,4,20,0,0,4,3,0.24,1.18,4.76,"False Start (3), Ineligible Downfield Pass (1)",2023
T.Palmer,WR,Tampa Bay,4,35,0,0,4,1,0.21,1.84,3.64,"Offensive Holding (3), False Start (1)",2023
J.Bennett,DB,Las Vegas,4,43,0,0,4,0,0.24,2.53,5.33,"Defensive Pass Interference (3), Defensive Holding (1)",2023
W.Anderson,DL,Houston,4,44,0,0,4,1,0.21,2.32,3.13,"Roughing the Passer (2), Defensive Offside (1), Face Mask (1)",2023
T.Tomlinson,DB,LA Rams,4,34,0,0,4,0,0.22,1.89,4.3,"Offensive Holding (1), Illegal Contact (1), Unsportsmanlike Conduct (1), Defensive Holding (1)",2023
L.Tunsil,OL,Houston,17,95,1,1,19,15,0.89,5,13.87,"False Start (12), Illegal Formation (3), Offensive Holding (2), Unnecessary Roughness (1), Ineligible Downfield Pass (1)",2024
T.Guyton,OL,Dallas,14,100,2,2,18,8,0.82,5.88,14.06,"Offensive Holding (8), False Start (5), Illegal Formation (3), Illegal Block Above the Waist (1), Ineligible Downfield Pass (1)",2024
J.Taylor,OL,Kansas City,14,100,2,1,17,9,0.7,5,15.45,"Offensive Holding (7), False Start (6), Illegal Formation (3), Illegal Use of Hands (1)",2024
G.Bolles,OL,Denver,12,100,2,2,16,7,0.67,5.56,14.41,"Offensive Holding (6), Illegal Formation (4), False Start (3), Unnecessary Roughness (1), Illegal Block Above the Waist (1), Ineligible Downfield Pass (1)",2024
S.Brown,OL,Buffalo,13,105,1,2,16,7,0.65,5.25,12.7,"False Start (6), Offensive Holding (6), Unnecessary Roughness (1), Unsportsmanlike Conduct (1), Illegal Formation (1), Face Mask (1)",2024
J.Porter,DB,Pittsburgh,10,126,3,2,15,0,0.56,7,13.76,"Defensive Pass Interference (6), Defensive Holding (5), Illegal Use of Hands (2), Unnecessary Roughness (1), Face Mask (1)",2024
D.Dawkins,OL,Buffalo,14,96,0,0,14,9,0.7,4.8,11.11,"False Start (9), Offensive Holding (2), Unnecessary Roughness (1), Unsportsmanlike Conduct (1), Ineligible Downfield Pass (1)",2024
P.Mekari,OL,Baltimore,11,90,1,1,13,2,0.58,4.74,9.22,"Offensive Holding (7), Ineligible Downfield Pass (3), False Start (1), Unsportsmanlike Conduct (1), Illegal Formation (1)",2024
T.Penning,OL,New Orleans,11,135,2,0,13,2,0.65,7.94,11.71,"Offensive Holding (6), Unnecessary Roughness (3), False Start (1), Illegal Formation (1), Low Block (1), Face Mask (1)",2024
V.Lowe,OL,New England,11,76,2,0,13,6,0.65,4.47,11.61,"False Start (5), Offensive Holding (5), Illegal Use of Hands (1), Illegal Formation (1), Ineligible Downfield Pass (1)",2024
R.Stanley,OL,Baltimore,11,75,0,1,12,7,0.58,3.95,8.51,"False Start (4), Offensive Holding (4), Illegal Formation (3), Ineligible Downfield Pass (1)",2024
B.Smith,OL,Indianapolis,7,45,4,1,12,10,0.41,2.65,12.9,"Illegal Formation (6), False Start (4), Offensive Holding (2)",2024
S.Cosmi,OL,Washington,11,84,1,0,12,4,0.55,4.2,9.3,"Offensive Holding (5), False Start (4), Ineligible Downfield Pass (2), Unnecessary Roughness (1)",2024
I.Ekwonu,OL,Carolina,11,95,1,0,12,5,0.65,5.59,10.17,"False Start (5), Offensive Holding (4), Illegal Use of Hands (1), Illegal Blindside Block (1), Face Mask (1)",2024
M.Bergeron,OL,Atlanta,9,66,3,0,12,5,0.53,3.88,12.12,"False Start (5), Offensive Holding (5), Ineligible Downfield Pass (1), Face Mask (1)",2024
M.Humphrey,DB,Baltimore,9,114,1,1,11,0,0.47,6,7.8,"Defensive Pass Interference (4), Defensive Holding (3), Unnecessary Roughness (1), Illegal Contact (1), Unsportsmanlike Conduct (1), Face Mask (1)",2024
Q.Nelson,OL,Indianapolis,11,63,0,0,11,7,0.65,3.71,11.83,"False Start (7), Ineligible Downfield Pass (2), Offensive Holding (1), Illegal Use of Hands (1)",2024
B.Brandel,OL,Minnesota,11,66,0,0,11,8,0.61,3.67,9.82,"False Start (8), Offensive Holding (2), Illegal Use of Hands (1)",2024
J.Horn,DB,Carolina,8,65,0,3,11,0,0.47,3.82,9.32,"Defensive Pass Interference (7), Defensive Holding (3), Disqualification (1)",2024
C.Taylor-Britt,DB,Cincinnati,9,86,2,0,11,0,0.53,5.06,10.89,"Defensive Pass Interference (4), Defensive Holding (3), Illegal Use of Hands (2), Illegal Contact (1), Face Mask (1)",2024
D.Reed,DB,N.Y. Jets,9,147,1,1,11,0,0.53,8.65,8.03,"Defensive Pass Interference (8), Illegal Use of Hands (2), Defensive Holding (1)",2024
W.Morris,OL,Kansas City,8,51,1,2,11,3,0.4,2.55,10,"Offensive Holding (5), False Start (3), Illegal Use of Hands (2), Unnecessary Roughness (1)",2024
D.Jacobs,OL,New England,11,75,0,0,11,7,0.65,4.41,9.82,"False Start (7), Offensive Holding (4)",2024
N.Wiggins,DB,Baltimore,9,105,1,1,11,1,0.47,5.53,7.8,"Defensive Pass Interference (4), Illegal Contact (2), Defensive Holding (2), Unnecessary Roughness (1), Offensive Holding (1), Defensive Offside (1)",2024
J.Powers-Johnson,OL,Las Vegas,11,77,0,0,11,5,0.65,4.53,11.46,"False Start (5), Offensive Holding (3), Unnecessary Roughness (1), Ineligible Downfield Pass (1), Illegal Blindside Block (1)",2024
T.Arnold,DB,Detroit,11,167,0,0,11,0,0.61,9.28,9.82,"Defensive Pass Interference (7), Defensive Holding (2), Offensive Holding (1), Face Mask (1)",2024
P.Surtain,DB,Denver,9,99,1,0,10,0,0.5,5.5,9.01,"Defensive Pass Interference (3), Defensive Holding (3), Illegal Use of Hands (2), Offensive Holding (1), Face Mask (1)",2024
R.Walker,OL,Green Bay,9,75,1,0,10,3,0.5,4.17,8.33,"Offensive Holding (6), False Start (3), Illegal Use of Hands (1)",2024
J.Williams,DB,Kansas City,9,85,1,0,10,1,0.45,4.25,9.09,"Player Out of Bounds on Kick (2), Face Mask (2), False Start (1), Unnecessary Roughness (1), Illegal Contact (1), Illegal Use of Hands (1), Horse Collar Tackle (1), Defensive Holding (1)",2024
A.Gardner,DB,N.Y. Jets,9,83,1,0,10,0,0.53,4.88,7.3,"Defensive Pass Interference (4), Defensive Holding (4), Illegal Contact (1), Illegal Use of Hands (1)",2024
L.Goedeke,OL,Tampa Bay,9,60,1,0,10,6,0.5,3.33,8.7,"False Start (6), Offensive Holding (3), Ineligible Downfield Pass (1)",2024
B.Jones,OL,Pittsburgh,8,74,0,2,10,2,0.44,4.11,9.17,"Offensive Holding (5), False Start (2), Unsportsmanlike Conduct (2), Face Mask (1)",2024
J.Kinlaw,DL,N.Y. Jets,8,64,2,0,10,7,0.47,3.76,7.3,"Neutral Zone Infraction (4), Defensive Offside (3), Unnecessary Roughness (1), Roughing the Passer (1), Unsportsmanlike Conduct (1)",2024
T.Fuaga,OL,New Orleans,10,60,0,0,10,6,0.59,3.53,9.01,"False Start (4), Offensive Holding (2), Illegal Formation (2), Ineligible Downfield Pass (2)",2024
J.Latham,OL,Tennessee,10,60,0,0,10,8,0.59,3.53,7.58,"False Start (8), Offensive Holding (1), Illegal Block Above the Waist (1)",2024
G.Barton,OL,Tampa Bay,8,69,2,0,10,2,0.44,3.83,8.7,"Offensive Holding (7), False Start (2), Ineligible Downfield Pass (1)",2024
C.Robinson,OL,Minnesota,9,55,0,1,10,7,0.5,3.06,8.93,"False Start (5), Offensive Holding (2), Illegal Formation (2), Unnecessary Roughness (1)",2024
E.Jenkins,OL,Green Bay,9,79,0,0,9,1,0.5,4.39,7.5,"Offensive Holding (4), Ineligible Downfield Pass (2), False Start (1), Unnecessary Roughness (1), Illegal Use of Hands (1)",2024
M.Parsons,DL,Dallas,8,40,1,0,9,8,0.47,2.35,7.03,"Neutral Zone Infraction (5), Defensive Offside (3), Running Into the Kicker (1)",2024
L.Eichenberg,OL,Miami,8,60,1,0,9,5,0.47,3.53,7.83,"False Start (5), Offensive Holding (3), Face Mask (1)",2024
P.Adebo,DB,New Orleans,7,106,2,0,9,0,0.41,6.24,8.11,"Defensive Pass Interference (6), Defensive Holding (3)",2024
B.St-Juste,DB,Washington,8,84,1,0,9,0,0.4,4.2,6.98,"Defensive Pass Interference (6), Illegal Contact (1), Illegal Use of Hands (1), Defensive Holding (1)",2024
K.Nixon,DB,Green Bay,9,59,0,0,9,0,0.5,3.28,7.5,"Defensive Holding (4), Defensive Pass Interference (2), Unnecessary Roughness (1), Illegal Contact (1), Illegal Use of Hands (1)",2024
T.McDuffie,DB,Kansas City,5,41,3,1,9,0,0.25,2.05,8.18,"Defensive Pass Interference (5), Defensive Holding (3), Illegal Contact (1)",2024
C.Cross,OL,Seattle,7,40,1,1,9,6,0.41,2.35,7.5,"False Start (6), Ineligible Downfield Pass (2), Offensive Holding (1)",2024
N.Petit-Frere,OL,Tennessee,7,39,2,0,9,7,0.41,2.29,6.82,"False Start (6), Offensive Holding (2), Illegal Formation (1)",2024
H.Froholdt,OL,Arizona,8,63,1,0,9,1,0.47,3.71,9.78,"Offensive Holding (5), Ineligible Downfield Pass (3), False Start (1)",2024
J.Hill,TE,Miami,9,60,0,0,9,6,0.53,3.53,7.83,"False Start (4), Offensive Holding (3), Illegal Formation (1), Illegal Motion (1)",2024
A.Bradford,OL,Seattle,9,66,0,0,9,4,0.53,3.88,7.5,"False Start (4), Offensive Holding (4), Unnecessary Roughness (1)",2024
B.Branch,DB,Detroit,9,115,0,0,9,0,0.5,6.39,8.04,"Defensive Pass Interference (4), Unnecessary Roughness (1), Illegal Contact (1), Unsportsmanlike Conduct (1), Disqualification (1), Lowering the Head to Make Forcible Contact (1)",2024
R.Douglas,DB,Buffalo,6,37,2,1,9,0,0.3,1.85,7.14,"Defensive Pass Interference (3), Illegal Contact (3), Defensive Holding (2), Illegal Use of Hands (1)",2024
J.Eluemunor,OL,N.Y. Giants,6,35,3,0,9,5,0.35,2.06,8.04,"False Start (4), Offensive Holding (2), Ineligible Downfield Pass (2), Illegal Formation (1)",2024
S.Murphy-Bunting,DB,Arizona,7,108,1,1,9,0,0.41,6.35,9.78,"Defensive Pass Interference (4), Defensive Holding (3), Illegal Contact (1), Disqualification (1)",2024
K.Fulton,DB,LA Chargers,5,47,4,0,9,0,0.28,2.61,9.18,"Defensive Pass Interference (6), Illegal Contact (1), Illegal Use of Hands (1), Defensive Holding (1)",2024
J.Brownlee,DB,Tennessee,8,57,1,0,9,0,0.47,3.35,6.82,"Defensive Pass Interference (3), Illegal Contact (2), Defensive Holding (2), Illegal Use of Hands (1), Face Mask (1)",2024
B.Limmer,OL,LA Rams,8,60,1,0,9,4,0.42,3.16,8.65,"Offensive Holding (5), False Start (4)",2024
Ja.Matthews,OL,Atlanta,6,45,2,0,8,3,0.35,2.65,8.08,"False Start (3), Offensive Holding (2), Illegal Use of Hands (2), Ineligible Downfield Pass (1)",2024
T.Wirfs,OL,Tampa Bay,7,55,1,0,8,5,0.39,3.06,6.96,"False Start (4), Offensive Holding (2), Illegal Formation (1), Face Mask (1)",2024
J.Brendel,OL,San Francisco,7,60,1,0,8,2,0.41,3.53,7.21,"Offensive Holding (4), False Start (2), Illegal Block Above the Waist (1), Ineligible Downfield Pass (1)",2024
M.Moses,OL,N.Y. Jets,6,35,1,1,8,3,0.35,2.06,5.84,"False Start (3), Offensive Holding (3), Ineligible Downfield Pass (2)",2024
T.Linderbaum,OL,Baltimore,7,49,1,0,8,2,0.37,2.58,5.67,"Offensive Holding (4), False Start (2), Ineligible Downfield Pass (2)",2024
C.Volson,OL,Cincinnati,6,55,2,0,8,0,0.35,3.24,7.92,"Offensive Holding (6), Ineligible Downfield Pass (2)",2024
M.Emerson,DB,Cleveland,5,53,2,1,8,0,0.29,3.12,6.72,"Defensive Pass Interference (3), Defensive Holding (2), Face Mask (2), Illegal Use of Hands (1)",2024
T.Smith,OL,Dallas,4,40,3,1,8,1,0.24,2.35,6.25,"Offensive Holding (4), Unnecessary Roughness (2), False Start (1), Illegal Touch Pass (1)",2024
J.Ferguson,TE,Dallas,7,45,1,0,8,5,0.41,2.65,6.25,"False Start (5), Offensive Holding (3)",2024
J.McMillian,DB,Denver,8,70,0,0,8,0,0.44,3.89,7.21,"Defensive Pass Interference (4), Offensive Holding (1), Illegal Contact (1), Illegal Use of Hands (1), Defensive Holding (1)",2024
K.Enagbare,DL,Green Bay,6,48,2,0,8,4,0.33,2.67,6.67,"Defensive Offside (4), Offensive Holding (1), Illegal Use of Hands (1), Unsportsmanlike Conduct (1), Horse Collar Tackle (1)",2024
Z.Tom,OL,Green Bay,5,25,3,0,8,6,0.28,1.39,6.67,"False Start (4), Offensive Holding (2), Illegal Formation (2)",2024
O.Brown,OL,Cincinnati,8,50,0,0,8,6,0.47,2.94,7.92,"False Start (6), Offensive Holding (2)",2024
J.Jones,DB,Indianapolis,8,53,0,0,8,0,0.47,3.12,8.6,"Defensive Pass Interference (3), Defensive Holding (2), Unnecessary Roughness (1), Illegal Contact (1), Face Mask (1)",2024
D.Wright,OL,Chicago,6,30,2,0,8,6,0.35,1.76,7.27,"False Start (4), Offensive Holding (2), Illegal Formation (2)",2024
D.Jones,OL,Cleveland,8,44,0,0,8,7,0.47,2.59,6.72,"False Start (6), Offensive Holding (1), Illegal Formation (1)",2024
C.Davis,DB,Detroit,7,57,0,1,8,0,0.39,3.17,7.14,"Defensive Pass Interference (5), Defensive Holding (2), Illegal Contact (1)",2024
N.Allegretti,OL,Washington,6,40,2,0,8,2,0.3,2,6.2,"Offensive Holding (4), False Start (2), Ineligible Downfield Pass (2)",2024
