Rank,Name,Team,Position,Games Played,Solo Tackles,Assist Tackles,Total Tackles,Sacks,Sack Yards,Tackles for Loss,Passes Defended,Interceptions,Interception Yards,Long Interception,Interception Touchdowns,Forced Fumbles,Fumbles Recovered,Fumble Touchdowns,Year
846,Henry Mondeaux,PIT,DE,11,3,2,5,0.0,0,2,0,0,0,0,0,0,0,0,2020
846,Trent Harris,NYG,DE,4,1,4,5,0.5,4,1,0,0,0,0,0,0,0,0,2020
846,Oshane Ximines,NYG,LB,4,4,1,5,0.0,0,1,0,0,0,0,0,0,0,0,2020
846,Josh Watson,DEN,LB,9,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Kaden Elliss,NO,LB,15,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Mike Boone,MIN,RB,16,4,1,5,0.0,0,0,0,0,0,0,0,1,0,0,2020
846,Malik Jefferson,LAC,LB,13,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Tim Ward,KC,LB,1,5,0,5,1.0,7,1,0,0,0,0,0,0,0,0,2020
846,Jabari Zuniga,NYJ,DE,8,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,DeAndre Baker,KC,CB,2,4,1,5,1.0,11,1,1,0,0,0,0,0,0,0,2020
846,DJ Moore,CAR,WR,15,5,0,5,0.0,0,0,0,0,0,0,0,1,0,0,2020
846,Trevis Gipson,CHI,LB,7,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Penny Hart,SEA,WR,13,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Nathan Cottrell,JAX,RB,8,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Herb Miller,TB,CB,4,5,0,5,0.0,0,0,1,1,2,2,0,0,0,0,2020
846,Ulysees Gilbert,PIT,LB,4,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Raequan Williams,PHI,DE,6,3,2,5,1.0,5,1,0,0,0,0,0,0,0,0,2020
846,Gabe Nabers,LAC,FB,16,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Kristian Welch,BAL,LB,10,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Joe Jackson,CLE,DE,3,2,3,5,0.0,0,1,0,0,0,0,0,0,1,0,2020
846,Madre Harper,NYG,CB,9,5,0,5,0.0,0,0,0,0,0,0,0,0,1,0,2020
846,Alexander Myres,DET,CB,1,5,0,5,0.0,0,0,1,0,0,0,0,0,0,0,2020
846,Tuzar Skipper,TEN,LB,4,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Terrell Lewis,LAR,LB,8,3,2,5,2.0,3,2,0,0,0,0,0,0,0,0,2020
846,Larrell Murchison,TEN,DT,10,1,4,5,0.0,0,2,0,0,0,0,0,0,0,0,2020
846,Jonathan Garvin,GB,DE,8,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,2020
846,Teair Tart,TEN,DT,7,2,3,5,0.0,0,0,1,0,0,0,0,0,0,0,2020
892,Corey Liuget,HOU,DT,6,2,2,4,1.0,7,2,0,0,0,0,0,0,0,0,2020
892,Brooks Reed,TEN,LB,2,3,1,4,1.0,7,1,0,0,0,0,0,0,0,0,2020
892,Cordarrelle Patterson,CHI,RB,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Zach Ertz,PHI,TE,11,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Levine Toilolo,NYG,TE,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Brandin Cooks,HOU,WR,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Logan Thomas,WSH,TE,16,4,0,4,0.0,0,1,0,0,0,0,0,0,0,0,2020
892,Justin March-Lillard,DAL,LB,12,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Ryan Smith,TB,CB,16,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Jordan Richards,BAL,S,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,David Irving,LV,DE,2,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Jakeem Grant Sr.,MIA,WR,14,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Ty Long,LAC,P,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Tony McRae,DET,CB,8,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Breshad Perriman,NYJ,WR,12,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Andy Janovich,CLE,FB,14,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Pat O'Connor,TB,DE,16,3,1,4,1.0,10,1,0,0,0,0,0,0,0,0,2020
892,Cameron Malveaux,CLE,DE,2,4,0,4,0.0,0,0,0,0,0,0,0,1,0,0,2020
892,Eli Apple,CAR,CB,2,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Kemoko Turay,IND,LB,7,3,1,4,1.0,5,1,0,0,0,0,0,0,0,0,2020
892,Chad Beebe,MIN,WR,14,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Deadrin Senat,ATL,DT,5,2,2,4,0.0,0,0,0,0,0,0,0,0,1,0,2020
892,Cole Mazza,LAC,LS,16,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Jamal Agnew,DET,WR,14,4,0,4,0.0,0,1,0,0,0,0,0,0,0,0,2020
892,John Lovett,GB,FB,8,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Jalen Davis,CIN,CB,6,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Ryan Nall,CHI,FB,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Cortez Broughton,LAC,DT,9,0,4,4,0.0,0,0,1,0,0,0,0,0,0,0,2020
892,Danny Johnson,WSH,CB,14,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Jaquan Johnson,BUF,S,14,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Jace Whittaker,ARI,CB,4,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Xavier Crawford,CHI,CB,3,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Darrion Daniels,SF,DT,4,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Javin White,LV,LB,4,3,1,4,0.0,0,1,0,0,0,0,0,0,0,0,2020
892,Nick Westbrook-Ikhine,TEN,WR,14,3,1,4,0.0,0,1,0,0,0,0,0,0,0,0,2020
892,Jachai Polite,LAR,LB,11,3,1,4,1.0,6,1,0,0,0,0,0,0,0,0,2020
892,Braden Mann,NYJ,P,16,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Mitch Wishnowsky,SF,P,16,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Rico Dowdle,DAL,RB,15,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Amik Robertson,LV,CB,8,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Jerry Jeudy,DEN,WR,16,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Gabe Davis,BUF,WR,16,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Nick Keizer,KC,TE,16,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
892,Malik Taylor,GB,WR,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Jared Cook,NO,TE,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Marcus Gilchrist,BAL,S,2,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Luke Stocker,ATL,TE,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Kirk Cousins,MIN,QB,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Tyler Eifert,JAX,TE,15,3,0,3,0.0,0,0,0,0,0,0,0,1,0,0,2020
937,DeAndre Hopkins,ARI,WR,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Alec Ogletree,NYJ,LB,2,3,0,3,0.0,0,3,0,0,0,0,0,0,0,0,2020
937,James Winchester,KC,LS,16,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Dee Ford,SF,DE,1,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0,2020
937,Jerick McKinnon,SF,RB,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Matt Feiler,PIT,G,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Senorise Perry,TEN,RB,7,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,James O'Shaughnessy,JAX,TE,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Carl Davis Jr.,NE,DE,3,3,0,3,0.0,0,1,0,0,0,0,0,0,0,0,2020
937,Luke Rhodes,IND,LS,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Malcolm Brown,LAR,RB,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,J.D. McKissic,WSH,RB,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Jared Norris,WSH,LB,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Blake Countess,PHI,CB,2,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Graham Glasgow,DEN,G,13,3,0,3,0.0,0,1,0,0,0,0,0,1,0,0,2020
937,Chris Milton,TEN,CB,14,3,0,3,0.0,0,1,0,0,0,0,0,0,0,0,2020
937,Woodrow Hamilton IV,CAR,DT,5,2,1,3,0.0,0,0,0,0,0,0,0,0,1,0,2020
937,James Burgess Jr.,GB,LB,4,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Brian Allen,SF,CB,1,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Kalif Raymond,TEN,WR,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Joe Jones,DEN,LB,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Eric Saubert,JAX,TE,8,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Amari Cooper,DAL,WR,16,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Cooper Kupp,LAR,WR,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Ryan Glasgow,NO,DT,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Deante Burton,DAL,CB,4,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,D.J. Foster,ARI,RB,10,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Trevor Williams,PHI,CB,2,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0,2020
937,Austin Calitro,DEN,LB,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Mack Hollins,MIA,WR,16,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Mike Davis,CAR,RB,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Tanzel Smart,NYJ,DT,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Rashard Higgins,CLE,WR,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Damarious Randall,SEA,CB,10,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Austin Hooper,CLE,TE,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,Leon Jacobs,JAX,LB,3,3,0,3,0.0,0,1,0,0,0,0,0,0,0,0,2020
937,Marcus Kemp,KC,WR,10,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
937,KhaDarel Hodge,CLE,WR,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,2020
