Rank,Name,Team,Position,Games Played,Solo Tackles,Assist Tackles,Total Tackles,Sacks,Sack Yards,Tackles for Loss,Passes Defended,Interceptions,Interception Yards,Long Interception,Interception Touchdowns,Forced Fumbles,Fumbles Recovered,Fumble Touchdowns,Year
1151,Zach Charbonnet,SEA,RB,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Trey Palmer,TB,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Puka Nacua,LAR,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Lewis Cine,MIN,S,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,DeMario Douglas,NE,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Dontayvion Wicks,GB,WR,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Broderick Jones,PIT,OT,17,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Rakim Jarrett,TB,WR,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Tank Bigsby,JAX,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Quentin Johnston,LAC,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Zay Flowers,BAL,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Brenton Strange,JAX,TE,14,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,2023
1151,Kyren Williams,LAR,RB,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Luke Wypler,CLE,C,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Sean Tucker,TB,RB,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Kenneth Walker III,SEA,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Gervarrius Owens,NYG,S,3,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,2023
1151,Matthew Bergeron,ATL,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Jalen Graham,SF,LB,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Brandon Smith,PHI,LB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Quinn Meinerz,DEN,G,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Jason Brownlee,NYJ,WR,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Anton Harrison,JAX,OT,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Jalin Hyatt,NYG,WR,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Rachaad White,TB,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Jaleel McLaughlin,DEN,RB,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1151,Trevor Nowaske,DET,LB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2023
1441,Tytus Howard,HOU,OT,7,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2023
1441,Yosh Nijman,GB,OT,17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2023
1441,Rashid Shaheed,NO,WR,15,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2023
1441,Vederian Lowe,NE,OT,11,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2023
1441,Noah Igbinoghene,DAL,CB,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2023
1441,Quintin Morris,BUF,TE,15,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2023
1441,Tim Jones,JAX,WR,17,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2023
1441,Charlie Jones,CIN,WR,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2023
1441,Will Levis,TEN,QB,9,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2023
1441,Derius Davis,LAC,WR,17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2023
1441,Siaki Ika,CLE,DT,4,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,2023
1,Zaire Franklin,IND,LB,17,93,80,173,3.5,20,11,6,2,4,4,0,5,0,0,2024
2,Budda Baker,ARI,S,17,95,69,164,2.0,13,10,5,0,0,0,0,1,0,0,2024
3,Robert Spillane,LV,LB,17,91,67,158,2.0,16,10,7,2,0,0,0,0,0,0,2024
3,Jamien Sherwood,NYJ,LB,17,98,60,158,2.0,11,10,3,0,0,0,0,0,0,0,2024
5,Roquan Smith,BAL,LB,16,81,73,154,1.5,3,4,4,1,0,0,0,1,1,0,2024
6,Kaden Elliss,ATL,LB,17,85,66,151,5.0,37,8,3,1,12,12,0,1,1,0,2024
6,Zack Baun,PHI,LB,16,93,58,151,3.5,23,11,4,1,0,0,0,5,1,0,2024
8,Daiyan Henley,LAC,LB,17,84,63,147,1.0,1,7,8,1,4,4,0,0,0,0,2024
9,Nick Cross,IND,S,17,87,59,146,1.0,2,6,5,3,25,20,0,1,0,0,2024
10,Germaine Pratt,CIN,LB,17,80,63,143,0.0,0,5,6,2,26,24,0,2,2,0,2024
10,Jordyn Brooks,MIA,LB,17,86,57,143,3.0,19,11,6,0,0,0,0,0,2,0,2024
12,E.J. Speed,IND,LB,15,93,49,142,0.0,0,7,5,1,12,12,0,0,0,0,2024
13,Eric Kendricks,DAL,LB,15,71,67,138,3.0,8,4,3,2,15,8,0,3,1,0,2024
15,Kyzir White,ARI,LB,17,60,77,137,2.5,15,9,3,1,0,0,0,0,1,0,2024
16,Demario Davis,NO,LB,16,69,67,136,2.0,0,5,7,1,0,0,0,0,0,0,2024
17,Christian Rozeboom,LAR,LB,17,69,66,135,1.0,6,5,4,1,16,16,0,0,0,0,2024
18,Bobby Wagner,WSH,LB,17,75,57,132,2.0,13,10,4,0,0,0,0,1,2,0,2024
19,Fred Warner,SF,LB,17,76,55,131,1.0,0,5,7,2,70,45,1,4,0,0,2024
19,Jack Campbell,DET,LB,17,69,62,131,1.5,5,5,5,0,0,0,0,1,0,0,2024
21,Kevin Byard III,CHI,S,17,80,50,130,2.0,17,5,7,1,0,0,0,1,2,0,2024
22,T.J. Edwards,CHI,LB,17,79,50,129,4.0,24,12,3,1,0,0,0,1,2,0,2024
22,Patrick Queen,PIT,LB,17,65,64,129,1.0,4,6,7,0,0,0,0,2,1,0,2024
24,Nakobe Dean,PHI,LB,15,80,48,128,3.0,26,9,4,1,0,0,0,1,2,0,2024
25,Lavonte David,TB,LB,17,76,46,122,5.5,44,9,6,1,7,7,0,3,1,0,2024
26,Xavier Woods,CAR,S,17,72,47,119,0.0,0,2,6,3,70,33,0,0,0,0,2024
27,Jeremy Chinn,WSH,S,17,73,44,117,2.0,17,7,5,1,0,0,0,1,2,0,2024
27,Dorian Williams,BUF,LB,17,68,49,117,0.0,0,5,0,0,0,0,0,1,3,0,2024
29,Quincy Williams,NYJ,LB,17,74,42,116,2.0,22,14,4,0,0,0,0,4,3,0,2024
30,Jahlani Tavai,NE,LB,17,58,57,115,1.0,7,7,5,1,0,0,0,0,0,0,2024
30,Brandon Jones,DEN,S,16,79,36,115,0.0,0,2,10,3,74,37,0,1,1,0,2024
32,Devin Lloyd,JAX,LB,16,61,52,113,2.0,13,7,4,1,3,3,0,1,0,0,2024
33,Blake Cashman,MIN,LB,14,68,44,112,4.5,29,8,8,0,0,0,0,0,1,0,2024
34,Grant Delpit,CLE,S,16,68,43,111,1.0,9,7,1,0,0,0,0,0,1,0,2024
34,Quentin Lake,LAR,S,17,73,38,111,2.0,7,1,5,0,0,0,0,0,0,0,2024
36,Tremaine Edmunds,CHI,LB,17,60,50,110,1.0,7,3,8,1,0,0,0,1,0,0,2024
37,Julian Love,SEA,S,17,79,30,109,0.0,0,3,12,3,33,26,0,2,1,0,2024
37,Brian Branch,DET,S,16,79,30,109,1.0,7,8,16,4,48,47,0,1,0,0,2024
39,Foyesade Oluokun,JAX,LB,13,60,48,108,1.0,9,6,7,1,0,0,0,0,0,0,2024
39,DeShon Elliott,PIT,S,15,73,35,108,0.0,0,5,6,1,0,0,0,2,3,0,2024
41,Micah McFadden,NYG,LB,14,60,47,107,3.0,4,8,1,0,0,0,0,1,1,0,2024
41,Kyle Hamilton,BAL,S,17,77,30,107,2.0,19,4,9,1,0,0,0,2,1,0,2024
44,Cody Barton,DEN,LB,17,53,53,106,1.5,3,2,5,2,71,56,0,1,1,1,2024
44,Nick Bolton,KC,LB,16,73,33,106,3.0,28,11,6,1,0,0,0,1,2,0,2024
46,Henry To'oTo'o,HOU,LB,15,54,51,105,1.5,1,7,3,1,0,0,0,1,0,0,2024
47,Logan Wilson,CIN,LB,11,55,49,104,0.0,0,2,1,0,0,0,0,2,2,0,2024
47,Terrel Bernard,BUF,LB,13,55,49,104,1.0,6,5,3,2,1,1,0,0,1,0,2024
47,Tre'von Moehrig,LV,S,17,64,40,104,1.0,4,5,10,2,28,16,0,0,2,0,2024
50,Josh Metellus,MIN,S,17,63,40,103,0.0,0,2,5,2,16,12,0,1,0,0,2024
51,Jessie Bates III,ATL,S,17,62,40,102,1.0,1,2,10,4,55,55,1,4,1,0,2024
51,Quay Walker,GB,LB,13,72,30,102,2.5,19,9,2,0,0,0,0,0,0,0,2024
53,Jaylon Jones,IND,CB,17,66,34,100,0.0,0,3,12,2,5,5,0,1,0,0,2024
54,Frankie Luvu,WSH,LB,17,54,45,99,8.0,46,12,7,1,0,0,0,1,2,0,2024
55,Jordan Poyer,MIA,S,16,51,47,98,0.0,0,0,3,0,0,0,0,0,0,0,2024
55,Jalen Thompson,ARI,S,15,61,37,98,0.0,0,3,3,0,0,0,0,0,2,0,2024
55,Tyler Nubin,NYG,S,13,57,41,98,0.0,0,4,1,0,0,0,0,1,1,0,2024
55,Devon Witherspoon,SEA,CB,17,66,32,98,1.0,0,6,9,0,0,0,0,1,0,0,2024
59,Josey Jewell,CAR,LB,12,51,46,97,3.5,26,7,7,1,0,0,0,0,2,0,2024
59,Isaiah McDuffie,GB,LB,17,46,51,97,0.5,0,3,3,0,0,0,0,1,0,0,2024
61,Minkah Fitzpatrick,PIT,S,17,62,34,96,0.0,0,1,4,1,25,25,0,1,0,0,2024
61,Camryn Bynum,MIN,S,17,54,42,96,0.0,0,2,10,3,3,3,0,0,2,0,2024
63,Kenneth Murray Jr.,TEN,LB,14,57,38,95,3.5,13,8,2,1,6,6,0,1,0,0,2024
64,Drue Tranquill,KC,LB,16,54,40,94,2.0,11,5,2,0,0,0,0,0,2,0,2024
65,Bobby Okereke,NYG,LB,12,47,46,93,2.0,4,6,3,0,0,0,0,3,2,0,2024
65,Derwin James Jr.,LAC,S,16,60,33,93,5.5,35,10,7,1,2,2,0,0,1,0,2024
65,Mike Sainristil,WSH,CB,17,62,31,93,0.0,0,1,14,2,38,38,0,1,1,0,2024
68,Pete Werner,NO,LB,13,54,38,92,0.0,0,3,1,0,0,0,0,0,0,0,2024
69,DeMarvion Overshown,DAL,LB,13,56,34,90,5.0,32,8,4,1,23,23,1,1,1,0,2024
69,Javon Bullard,GB,S,15,61,29,90,0.0,0,2,1,0,0,0,0,0,1,0,2024
71,Damar Hamlin,BUF,S,14,62,27,89,0.0,0,2,5,2,19,19,0,0,1,0,2024
71,Isaiah Pola-Mao,LV,S,17,57,32,89,1.0,8,2,5,0,0,0,0,2,0,0,2024
71,Alontae Taylor,NO,CB,17,61,28,89,4.0,33,7,16,0,0,0,0,2,0,0,2024
74,Xavier McKinney,GB,S,17,60,28,88,1.0,8,2,11,8,128,48,0,0,1,0,2024
74,Keisean Nixon,GB,CB,17,61,27,88,3.0,19,8,7,1,16,16,0,3,0,0,2024
74,Tyrice Knight,SEA,LB,16,41,47,88,1.5,10,3,2,0,0,0,0,0,1,0,2024
77,Harrison Smith,MIN,S,16,56,31,87,1.0,8,3,10,3,0,0,0,0,1,0,2024
77,Justin Reid,KC,S,16,61,26,87,0.0,0,5,9,2,8,8,0,0,0,0,2024
77,Quan Martin,WSH,S,16,50,37,87,0.0,0,2,3,1,29,29,0,3,0,0,2024
77,Edgerrin Cooper,GB,LB,14,57,30,87,3.5,33,13,4,1,22,22,0,1,1,0,2024
81,Julian Blackmon,IND,S,16,62,24,86,0.5,1,1,4,3,27,17,0,0,1,0,2024
81,Riley Moss,DEN,CB,14,65,21,86,0.0,0,1,8,1,0,0,0,1,1,0,2024
83,Jason Pinnock,NYG,S,16,50,35,85,3.0,13,4,1,0,0,0,0,0,0,0,2024
83,Deommodore Lenoir,SF,CB,15,53,32,85,0.0,0,2,9,2,33,33,0,1,0,0,2024
85,Tony Adams,NYJ,S,15,42,42,84,1.0,0,2,6,1,0,0,0,0,0,0,2024
86,Kerby Joseph,DET,S,17,58,25,83,0.0,0,1,12,9,99,33,1,0,0,0,2024
86,Dee Alford,ATL,CB,16,61,22,83,1.0,4,1,11,0,0,0,0,1,0,0,2024
88,Donovan Wilson,DAL,S,17,44,38,82,4.5,30,6,5,1,0,0,0,2,1,0,2024
88,Akeem Davis-Gaither,CIN,LB,17,41,41,82,0.0,0,4,4,1,12,12,0,1,1,0,2024
88,Taylor Rapp,BUF,S,14,48,34,82,0.0,0,2,6,2,5,5,0,1,0,0,2024
88,Zyon McCollum,TB,CB,17,55,27,82,0.0,0,1,17,2,4,4,0,0,1,0,2024
92,Malik Hooker,DAL,S,17,51,30,81,0.0,0,3,5,2,20,21,0,0,0,0,2024
92,Byron Murphy Jr.,MIN,CB,17,62,19,81,0.0,0,6,14,6,2,2,0,1,0,0,2024
92,Geno Stone,CIN,S,17,47,34,81,0.0,0,0,6,4,88,49,1,0,1,0,2024
92,Nate Landman,ATL,LB,13,39,42,81,0.0,0,0,1,0,0,0,0,3,0,0,2024
92,Kyle Dugger,NE,S,13,55,26,81,1.0,4,8,4,0,0,0,0,1,0,0,2024
92,Ja'Quan McMillian,DEN,CB,17,61,20,81,1.0,14,4,10,2,44,44,1,1,0,0,2024
98,A'Shawn Robinson,CAR,DE,16,43,37,80,5.5,46,8,1,0,0,0,0,1,0,0,2024
98,Ventrell Miller,JAX,LB,15,53,27,80,0.0,0,4,3,0,0,0,0,1,0,0,2024
98,Christian Elliss,NE,LB,16,42,38,80,1.5,14,1,5,1,6,6,0,1,1,0,2024
98,Martin Emerson Jr.,CLE,CB,17,62,18,80,0.0,0,3,5,0,0,0,0,1,1,0,2024
102,De'Vondre Campbell,SF,LB,13,44,35,79,0.0,0,3,2,0,0,0,0,0,0,0,2024
102,Andrew Van Ginkel,MIN,LB,17,50,29,79,11.5,78,18,6,2,73,63,2,1,0,0,2024
102,Jordan Whitehead,TB,S,12,49,30,79,0.0,0,2,3,0,0,0,0,0,0,0,2024
102,Kamren Curl,LAR,S,16,49,30,79,1.0,10,1,9,0,0,0,0,2,1,1,2024
106,Jordan Hicks,CLE,LB,12,40,38,78,2.0,7,4,4,0,0,0,0,0,0,0,2024
106,Anfernee Jennings,NE,LB,16,43,35,78,2.5,13,7,1,0,0,0,0,1,0,0,2024
106,Kenny Moore II,IND,CB,15,51,27,78,0.5,5,4,7,3,28,12,0,0,1,1,2024
106,Reed Blankenship,PHI,S,15,52,26,78,0.0,0,0,6,4,29,28,0,0,1,0,2024
106,Bryan Cook,KC,S,17,55,23,78,0.0,0,1,5,2,0,0,0,0,0,0,2024
106,Payton Wilson,PIT,LB,17,49,29,78,0.0,0,3,2,1,0,0,0,1,2,1,2024
106,Tyrique Stevenson,CHI,CB,16,51,27,78,0.0,0,1,12,2,43,43,1,1,0,0,2024
113,Cam Taylor-Britt,CIN,CB,17,58,19,77,0.5,3,1,16,3,79,51,1,0,0,0,2024
113,Chamarri Conner,KC,S,15,58,19,77,1.0,9,4,4,2,32,29,0,1,1,1,2024
113,Ji'Ayir Brown,SF,S,17,48,29,77,0.0,0,3,6,1,0,0,0,0,0,0,2024
116,Michael Jackson,CAR,CB,17,58,18,76,0.0,0,3,17,2,20,19,0,0,0,0,2024
116,Jeffery Simmons,TEN,DT,16,41,35,76,5.0,35,11,4,0,0,0,0,2,2,0,2024
116,Devin Bush,CLE,LB,16,45,31,76,1.0,2,8,3,0,0,0,0,0,0,0,2024
119,Eric Murray,HOU,S,17,50,25,75,1.0,14,2,10,1,0,0,0,0,0,0,2024
119,Mack Wilson Sr.,ARI,LB,16,44,31,75,3.0,20,4,5,1,0,0,0,0,1,0,2024
119,Montaric Brown,JAX,CB,17,55,20,75,0.0,0,6,8,1,0,0,0,0,0,0,2024
119,Elijah Molden,LAC,CB,15,43,32,75,0.0,0,2,7,3,28,25,0,0,2,0,2024
119,Kyler Gordon,CHI,CB,15,48,27,75,0.5,4,4,5,0,0,0,0,1,3,0,2024
119,Christian Izien,TB,S,14,48,27,75,0.0,0,4,3,1,17,17,0,1,0,0,2024
119,Jarvis Brownlee Jr.,TEN,CB,17,46,29,75,0.0,0,7,9,1,2,2,0,0,1,0,2024
126,Will Harris,NO,CB,13,54,20,74,0.0,0,3,5,1,7,7,0,0,0,0,2024
126,P.J. Locke,DEN,S,15,50,24,74,1.0,10,3,2,0,0,0,0,1,0,0,2024
126,Grover Stewart,IND,DT,17,29,45,74,3.5,11,10,3,0,0,0,0,1,1,0,2024
129,Mike Hilton,CIN,CB,16,50,23,73,0.0,0,12,5,1,0,0,0,0,0,0,2024
129,Justin Strnad,DEN,LB,17,48,25,73,3.0,8,8,3,0,0,0,0,0,0,0,2024
129,Coby Bryant,SEA,CB,17,48,25,73,0.0,0,1,6,3,87,69,1,1,0,0,2024
129,Antonio Johnson,JAX,S,17,55,18,73,0.0,0,1,2,0,0,0,0,0,0,0,2024
129,Trenton Simpson,BAL,LB,17,40,33,73,1.5,13,5,4,0,0,0,0,0,1,0,2024
134,Eric Wilson,GB,LB,17,38,34,72,2.0,17,7,2,1,0,0,0,1,0,0,2024
134,K.J. Britt,TB,LB,14,40,32,72,0.5,5,2,1,0,0,0,0,0,0,0,2024
134,Ivan Pace Jr.,MIN,LB,11,36,36,72,3.0,14,7,1,1,6,6,0,0,1,1,2024
134,Malik Mustapha,SF,S,16,32,40,72,0.0,0,2,5,1,1,1,0,0,0,0,2024
138,Cameron Heyward,PIT,DT,17,35,36,71,8.0,62,12,11,0,0,0,0,0,0,0,2024
138,Jourdan Lewis,DAL,CB,16,39,32,71,1.0,10,3,8,1,0,0,0,1,1,0,2024
138,Harold Landry III,TEN,LB,17,42,29,71,9.0,48,15,4,0,0,0,0,0,0,0,2024
138,Brian Burns,NYG,LB,17,42,29,71,8.5,77,17,8,0,0,0,0,2,0,0,2024
138,Amani Hooker,TEN,S,14,47,24,71,0.0,0,4,9,5,68,30,0,2,0,0,2024
138,Benjamin St-Juste,WSH,CB,17,56,15,71,0.0,0,0,7,0,0,0,0,1,1,0,2024
138,Dru Phillips,NYG,CB,14,46,25,71,1.0,5,7,1,1,25,25,0,2,0,0,2024
145,Azeez Al-Shaair,HOU,LB,11,45,25,70,2.0,2,7,4,0,0,0,0,2,0,0,2024
145,Brandon Stephens,BAL,CB,17,59,11,70,1.5,4,3,10,0,0,0,0,0,0,0,2024
145,Joey Porter Jr.,PIT,CB,16,53,17,70,0.0,0,2,7,1,16,16,0,0,0,0,2024
145,Mohamoud Diabate,CLE,LB,13,35,35,70,0.0,0,5,3,0,0,0,0,0,0,0,2024
149,Chuck Clark,NYJ,S,12,38,31,69,1.0,8,1,2,0,0,0,0,1,1,0,2024
149,Jack Jones,LV,CB,17,52,17,69,0.0,0,3,16,3,53,29,1,0,0,0,2024
151,Anthony Walker Jr.,MIA,LB,14,34,34,68,1.0,0,0,2,1,5,5,0,0,0,0,2024
151,Cam Lewis,BUF,CB,17,47,21,68,0.0,0,2,4,1,0,0,0,0,0,0,2024
151,Andre Cisco,JAX,S,16,44,24,68,0.0,0,1,7,1,22,22,0,0,0,0,2024
151,Jaycee Horn,CAR,CB,15,49,19,68,2.0,27,5,13,1,0,0,0,0,0,0,2024
155,Davon Godchaux,NE,DT,17,24,43,67,0.0,0,1,1,0,0,0,0,0,0,0,2024
155,Marlon Humphrey,BAL,CB,16,50,17,67,0.5,3,5,15,6,37,37,1,2,0,0,2024
155,Omar Speights,LAR,LB,17,37,30,67,0.0,0,2,2,0,0,0,0,0,0,0,2024
158,Mike Hughes,ATL,CB,15,51,15,66,0.0,0,4,6,0,0,0,0,0,0,0,2024
158,A.J. Terrell,ATL,CB,17,50,16,66,0.0,0,2,6,2,1,1,0,0,0,0,2024
158,Jared Verse,LAR,LB,17,36,30,66,4.5,45,11,2,0,0,0,0,2,2,0,2024
161,Adam Butler,LV,DT,17,36,29,65,5.0,42,8,2,0,0,0,0,1,0,0,2024
161,Taron Johnson,BUF,CB,12,42,23,65,1.0,1,1,5,2,23,23,1,1,1,1,2024
161,Ugo Amadi,NO,S,11,52,13,65,2.0,22,6,7,0,0,0,0,0,0,0,2024
161,Jalen Pitre,HOU,S,12,44,21,65,0.0,0,6,8,1,10,10,0,1,0,0,2024
165,Leonard Williams,SEA,DE,16,37,27,64,11.0,72,16,3,1,92,92,1,0,0,0,2024
165,D.J. Reed,NYJ,CB,14,52,12,64,1.0,8,4,11,0,0,0,0,0,0,0,2024
165,Ar'Darius Washington,BAL,S,17,45,19,64,1.0,7,5,8,2,33,32,0,1,0,0,2024
165,Christian Benford,BUF,CB,15,50,14,64,1.0,8,3,10,2,30,24,0,2,1,0,2024
165,Trevin Wallace,CAR,LB,13,36,28,64,1.0,8,2,0,0,0,0,0,2,1,0,2024
170,Alex Anzalone,DET,LB,10,43,20,63,1.0,8,7,5,0,0,0,0,0,0,0,2024
170,Divine Deablo,LV,LB,14,35,28,63,1.0,13,4,2,0,0,0,0,0,0,0,2024
172,Tyrann Mathieu,NO,S,17,47,15,62,0.0,0,1,7,3,29,23,0,2,1,0,2024
172,Justin Simmons,ATL,S,16,36,26,62,0.0,0,2,7,2,0,0,0,0,0,0,2024
172,DaVon Hamilton,JAX,DT,17,34,28,62,0.0,0,5,0,0,0,0,0,0,0,0,2024
172,Kobie Turner,LAR,DT,17,35,27,62,8.0,64,10,4,0,0,0,0,1,1,0,2024
172,Jevon Holland,MIA,S,15,42,20,62,1.0,12,2,4,0,0,0,0,1,0,0,2024
172,Tarheeb Still,LAC,CB,14,45,17,62,0.5,5,1,10,4,85,61,1,0,0,0,2024
172,Byron Young,LAR,LB,17,34,28,62,7.5,53,12,1,0,0,0,0,1,0,0,2024
179,DeForest Buckner,IND,DT,12,24,37,61,6.5,62,8,1,0,0,0,0,0,0,0,2024
179,T.J. Watt,PIT,LB,17,40,21,61,11.5,80,19,4,0,0,0,0,6,2,0,2024
179,Zach Allen,DEN,DE,16,32,29,61,8.5,36,15,1,0,0,0,0,0,0,0,2024
179,Carl Granderson,NO,DE,17,36,25,61,5.5,32,9,4,0,0,0,0,1,0,0,2024
179,Jeremiah Owusu-Koramoah,CLE,LB,8,39,22,61,3.0,14,10,3,1,0,0,0,1,0,0,2024
179,Travon Walker,JAX,DE,17,31,30,61,10.5,89,13,1,0,0,0,0,2,1,1,2024
179,Renardo Green,SF,CB,17,41,20,61,0.0,0,0,13,1,20,20,0,1,0,0,2024
187,Jalen Ramsey,MIA,CB,17,39,21,60,1.0,12,6,11,2,7,7,0,0,0,0,2024
187,Antoine Winfield Jr.,TB,S,9,34,26,60,2.0,11,2,3,0,0,0,0,0,1,1,2024
187,Leo Chenal,KC,LB,17,40,20,60,1.0,0,4,3,0,0,0,0,3,0,0,2024
187,Terrion Arnold,DET,CB,16,47,13,60,0.0,0,0,10,0,0,0,0,0,1,0,2024
191,Neville Hewitt,HOU,LB,17,31,28,59,0.0,0,0,3,1,45,45,0,2,0,0,2024
191,Jamel Dean,TB,CB,12,45,14,59,0.0,0,0,7,1,0,0,0,1,0,0,2024
191,Jonathan Greenard,MIN,LB,17,41,18,59,12.0,110,18,3,0,0,0,0,4,0,0,2024
191,C.J. Gardner-Johnson,PHI,S,16,35,24,59,0.0,0,2,12,6,116,69,1,1,0,0,2024
191,Tyson Campbell,JAX,CB,12,42,17,59,0.0,0,2,6,0,0,0,0,0,0,0,2024
191,Trent McDuffie,KC,CB,16,45,14,59,0.5,0,6,13,2,0,0,0,1,0,0,2024
191,Christian Gonzalez,NE,CB,16,50,9,59,0.0,0,1,11,2,2,2,0,0,1,1,2024
198,Jonathan Jones,NE,CB,17,41,17,58,0.0,0,0,6,0,0,0,0,2,0,0,2024
198,Rasul Douglas,BUF,CB,15,43,15,58,0.0,0,5,5,0,0,0,0,1,0,0,2024
198,Jonathon Cooper,DEN,LB,17,33,25,58,10.5,51,11,1,0,0,0,0,1,0,0,2024
198,Marcus Jones,NE,CB,14,48,10,58,0.0,0,1,10,1,35,35,0,0,1,0,2024
198,Jordan Battle,CIN,S,17,35,23,58,0.0,0,1,3,1,0,0,0,0,1,0,2024
198,Garrett Williams,ARI,CB,16,40,18,58,0.0,0,0,9,2,0,0,0,1,0,0,2024
198,Kamari Lassiter,HOU,CB,14,42,16,58,0.0,0,4,10,3,9,9,0,0,0,0,2024
205,Isaiah Oliver,NYJ,CB,17,42,15,57,1.0,6,2,3,0,0,0,0,0,0,0,2024
205,Troy Dye,LAC,LB,17,34,23,57,1.5,10,2,0,0,0,0,0,0,0,0,2024
205,Zaven Collins,ARI,LB,17,33,24,57,5.0,49,7,1,0,0,0,0,2,0,0,2024
205,Kamren Kinchens,LAR,S,17,36,21,57,0.0,0,1,6,4,123,103,1,1,0,0,2024
209,Stephon Gilmore,MIN,CB,15,40,16,56,0.0,0,1,9,1,0,0,0,0,0,0,2024
209,B.J. Hill,CIN,DT,15,25,31,56,3.0,11,7,4,0,0,0,0,0,0,0,2024
209,Harrison Phillips,MIN,DT,17,16,40,56,2.0,14,2,4,0,0,0,0,1,1,0,2024
209,Carlton Davis III,DET,CB,13,42,14,56,0.0,0,2,11,2,0,0,0,1,2,0,2024
209,Michael Hoecht,LAR,LB,17,24,32,56,3.0,14,4,2,0,0,0,0,0,0,0,2024
209,Chauncey Golston,DAL,DE,17,30,26,56,5.5,34,5,5,1,18,18,0,0,1,0,2024
209,Nazeeh Johnson,KC,S,16,33,23,56,1.0,17,3,3,0,0,0,0,0,0,0,2024
209,Keion White,NE,DE,17,31,25,56,5.0,25,7,5,0,0,0,0,2,0,0,2024
209,Dane Belton,NYG,S,17,28,28,56,1.0,5,1,6,1,0,0,0,1,0,0,2024
218,Denzel Perryman,LAC,LB,11,39,16,55,1.0,7,2,0,0,0,0,0,0,0,0,2024
218,Vonn Bell,CIN,S,17,24,31,55,0.0,0,1,2,1,32,32,0,1,1,0,2024
218,Zach Sieler,MIA,DT,15,28,27,55,10.0,79,13,2,1,0,0,0,1,1,0,2024
218,Noah Igbinoghene,WSH,CB,17,33,22,55,0.0,0,1,7,0,0,0,0,0,0,0,2024
218,Darius Muasau,NYG,LB,15,26,29,55,0.0,0,3,1,1,1,1,0,0,0,0,2024
223,Charvarius Ward,SF,CB,12,38,16,54,0.0,0,1,7,0,0,0,0,0,0,0,2024
223,Jordan Fuller,CAR,S,9,28,26,54,0.0,0,0,1,0,0,0,0,1,0,0,2024
223,Malik Harrison,BAL,LB,15,22,32,54,2.0,8,3,0,0,0,0,0,0,0,0,2024
223,Derek Stingley Jr.,HOU,CB,17,37,17,54,0.0,0,4,18,5,48,31,0,0,0,0,2024
223,Tykee Smith,TB,S,13,38,16,54,0.0,0,4,7,2,0,0,0,3,0,0,2024
223,Calen Bullock,HOU,S,17,37,17,54,0.0,0,0,11,5,96,68,0,0,1,0,2024
223,Yaya Diaby,TB,LB,17,39,15,54,4.5,34,13,0,0,0,0,0,1,1,0,2024
